,CPLX_INCIDENT_ID,CPLX_INC_IDENTIFIER,MEMBER_INCIDENT_ID,MEMBER_INC_IDENTIFIER,ICS_209_CPX,FOD_LIST
46,2014_005956_HAPPY CAMP COMPLEX,809568,2014_005991_DELTA,818745,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
47,2014_005564_JULY COMPLEX,744756,2014_006000_MAN,816154,True,"['{""ID"" : 300001003, ""MTBS_ID"" : ""CA4126812300220140731(WHITES)"", ""COORDS"" : (41.2675, -123.00222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 33758.0, ""DISC"" : 211, ""CONT"" : 268.0}', '{""ID"" : 300003905, ""MTBS_ID"" : ""CA4154812306220140731(LOG)"", ""COORDS"" : (41.55, -123.05388889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3632.0, ""DISC"" : 211, ""CONT"" : 211.0}', '{""ID"" : 300003906, ""MTBS_ID"" : ""CA4152312316420140813(MAN)"", ""COORDS"" : (41.53583333, -123.16333333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 13110.0, ""DISC"" : 224, ""CONT"" : 224.0}', '{""ID"" : 300003907, ""COORDS"" : (41.24416667, -122.92805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 17.0, ""DISC"" : 210, ""CONT"" : 210.0}']"
48,2014_005956_HAPPY CAMP COMPLEX,809568,2014_006008_FRYING PAN,826275,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
49,2014_005956_HAPPY CAMP COMPLEX,809568,2014_006010_KEMPER,830659,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
50,2014_005956_HAPPY CAMP COMPLEX,809568,2014_006014_FAULKSTEIN,826309,True,"['{""ID"" : 300000284, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.79277778, -123.36138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 150.0, ""DISC"" : 223, ""CONT"" : 241.0}', '{""ID"" : 300000289, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.705, -123.19111111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5225.0, ""DISC"" : 223, ""CONT"" : 237.0}', '{""ID"" : 300001006, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.7725, -123.35583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 115279.2, ""DISC"" : 223, ""CONT"" : 273.0}', '{""ID"" : 300001008, ""MTBS_ID"" : ""CA4179612337420140814(HAPPY CAMP COMPLEX)"", ""COORDS"" : (41.92305556, -123.43083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 185.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
51,2014_007202_LODGE COMPLEX,731475,2014_007202_LODGE COMPLEX,731475,True,"['{""ID"" : 300335348, ""MTBS_ID"" : ""CA3976812365020140730(LODGE COMPLEX)"", ""COORDS"" : (39.833208, -123.631965), ""CAUSE"" : ""9(Miscellaneous)"", ""SIZE"" : 12535.0, ""DISC"" : 211, ""CONT"" : 252.0}']"
52,2014_010242_SAN DIEGO COMPLEX,402977,2014_010173_HIGHWAY,403706,True,"['{""ID"" : 300147127, ""MTBS_ID"" : ""CA3312011716020140514(SAN DIEGO COMPLEX)"", ""COORDS"" : (33.314267, -117.154967), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 438.0, ""DISC"" : 134, ""CONT"" : 136.0}']"
53,2014_010242_SAN DIEGO COMPLEX,402977,2014_010212_COCOS,403676,True,"['{""ID"" : 300147127, ""MTBS_ID"" : ""CA3312011716020140514(SAN DIEGO COMPLEX)"", ""COORDS"" : (33.314267, -117.154967), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 438.0, ""DISC"" : 134, ""CONT"" : 136.0}']"
54,2014_010242_SAN DIEGO COMPLEX,402977,2014_010242_SAN DIEGO COMPLEX,402977,True,"['{""ID"" : 300147127, ""MTBS_ID"" : ""CA3312011716020140514(SAN DIEGO COMPLEX)"", ""COORDS"" : (33.314267, -117.154967), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 438.0, ""DISC"" : 134, ""CONT"" : 136.0}']"
55,2014_014120_SELWAY COMPLEX,916738,2014_014094_VANCE,803156,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
56,2014_014120_SELWAY COMPLEX,916738,2014_014095_JERUSALEM,808974,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
57,2014_014120_SELWAY COMPLEX,916738,2014_014096_EAGLE CREEK,808990,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
58,2014_014120_SELWAY COMPLEX,916738,2014_014116_NICK WYNN,883655,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
59,2014_014120_SELWAY COMPLEX,916738,2014_014118_RAVEN CREEK,889495,True,"['{""ID"" : 300000132, ""MTBS_ID"" : ""ID4597111481820140809(ELEVATOR MOUNTAIN)"", ""COORDS"" : (45.97083333, -114.81805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4227.0, ""DISC"" : 220, ""CONT"" : 297.0}', '{""ID"" : 300001620, ""COORDS"" : (45.77361111, -114.74583333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 236, ""CONT"" : 297.0}', '{""ID"" : 300001621, ""COORDS"" : (45.82444444, -114.44944444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001622, ""MTBS_ID"" : ""ID4576611479220140822(RAVEN CREEK)"", ""COORDS"" : (45.765, -114.79166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3853.0, ""DISC"" : 237, ""CONT"" : 297.0}', '{""ID"" : 300001623, ""COORDS"" : (45.91333333, -114.50083333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 223, ""CONT"" : 297.0}', '{""ID"" : 300001624, ""COORDS"" : (45.84166667, -114.885), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 297.0}']"
60,2014_014268_HAYSTACK COMPLEX (7 FIRES),732239,2014_014268_HAYSTACK COMPLEX (7 FIRES),732239,True,"['{""ID"" : 300075747, ""COORDS"" : (44.49028, -119.49972), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 490.8, ""DISC"" : 210, ""CONT"" : 212.0}', '{""ID"" : 300075956, ""COORDS"" : (44.87667, -119.3575), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 50.6, ""DISC"" : 211, ""CONT"" : 219.0}', '{""ID"" : 300075978, ""COORDS"" : (44.82111, -119.28667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 71.5, ""DISC"" : 210, ""CONT"" : 220.0}', '{""ID"" : 300076711, ""MTBS_ID"" : ""OR4485911972220140730(HAYSTACK)"", ""COORDS"" : (44.87972, -119.87639), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1121.55, ""DISC"" : 210, ""CONT"" : 245.0}']"
61,2014_040067_MGC COMPLEX,580435,2014_014319_GREEK PEAK,575083,True,"['{""ID"" : 300021142, ""COORDS"" : (38.08, -114.1917), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1027.0, ""DISC"" : 184, ""CONT"" : 195.0}', '{""ID"" : 300021158, ""COORDS"" : (37.4281, -114.0528), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 10332.0, ""DISC"" : 182, ""CONT"" : 195.0}', '{""ID"" : 300026654, ""COORDS"" : (37.4589, -113.9672), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 761.0, ""DISC"" : 183, ""CONT"" : 193.0}']"
62,2014_023461_KING,983669,2014_023335_KING,981303,False,"['{""ID"" : 300156672, ""MTBS_ID"" : ""CA3878212060420140913(KING)"", ""COORDS"" : (38.7925, -120.6022222), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 97717.0, ""DISC"" : 256, ""CONT"" : ""unknown""}']"
63,2014_040067_MGC COMPLEX,580435,2014_040046_MIDDLE RIDGE,570238,True,"['{""ID"" : 300021142, ""COORDS"" : (38.08, -114.1917), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1027.0, ""DISC"" : 184, ""CONT"" : 195.0}', '{""ID"" : 300021158, ""COORDS"" : (37.4281, -114.0528), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 10332.0, ""DISC"" : 182, ""CONT"" : 195.0}', '{""ID"" : 300026654, ""COORDS"" : (37.4589, -113.9672), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 761.0, ""DISC"" : 183, ""CONT"" : 193.0}']"
64,2014_000128_TWO BULLS,477140,2014_081-14_TWO BULLS,483412,False,"['{""ID"" : 300004841, ""MTBS_ID"" : ""OR4414212147220140607(TWO BULLS FIRE)"", ""COORDS"" : (44.11833333, -121.47277778), ""CAUSE"" : ""9(Miscellaneous)"", ""SIZE"" : 6908.0, ""DISC"" : 158, ""CONT"" : 165.0}']"
65,2014_140210_STALEY COMPLEX,736449,2014_140210_STALEY COMPLEX,736449,True,"['{""ID"" : 300006047, ""COORDS"" : (43.55166667, -122.28305556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 223, ""CONT"" : 230.0}', '{""ID"" : 300006062, ""COORDS"" : (43.61, -122.48194444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3.0, ""DISC"" : 223, ""CONT"" : 227.0}', '{""ID"" : 300006074, ""COORDS"" : (43.39055556, -122.31138889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 262.0, ""DISC"" : 212, ""CONT"" : 274.0}', '{""ID"" : 300006094, ""COORDS"" : (43.38444444, -122.36805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 36.0, ""DISC"" : 211, ""CONT"" : 248.0}', '{""ID"" : 300006096, ""COORDS"" : (43.59888889, -122.29055556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 22.0, ""DISC"" : 223, ""CONT"" : 243.0}']"
66,2014_140314_PUMICE FLAT,714872,2014_140314_PUMICE FLAT,714872,True,"['{""ID"" : 300023389, ""COORDS"" : (42.90606, -122.25134), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 203, ""CONT"" : 208.0}', '{""ID"" : 300023390, ""COORDS"" : (42.8244, -122.15), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 22.0, ""DISC"" : 205, ""CONT"" : 227.0}', '{""ID"" : 300023393, ""COORDS"" : (42.8353, -122.10005), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 211, ""CONT"" : 213.0}', '{""ID"" : 300023394, ""COORDS"" : (42.8164, -122.1331), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 211, ""CONT"" : 216.0}', '{""ID"" : 300023395, ""COORDS"" : (42.9575, -122.1922), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.8, ""DISC"" : 211, ""CONT"" : 218.0}', '{""ID"" : 300023396, ""COORDS"" : (42.967, -122.258), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4.0, ""DISC"" : 211, ""CONT"" : 218.0}', '{""ID"" : 300023397, ""COORDS"" : (43.0336, -122.2331), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.3, ""DISC"" : 211, ""CONT"" : 217.0}', '{""ID"" : 300023398, ""COORDS"" : (42.80049, -122.1815), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 211, ""CONT"" : 214.0}', '{""ID"" : 300023399, ""COORDS"" : (42.8831, -122.2019), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2.0, ""DISC"" : 211, ""CONT"" : 214.0}', '{""ID"" : 300023400, ""COORDS"" : (42.8483, -122.0997), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 211, ""CONT"" : 218.0}', '{""ID"" : 300023401, ""COORDS"" : (42.8753, -122.0842), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 211, ""CONT"" : 214.0}', '{""ID"" : 300023404, ""COORDS"" : (42.8053, -122.1553), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 15.0, ""DISC"" : 213, ""CONT"" : 221.0}', '{""ID"" : 300023405, ""COORDS"" : (42.8042, -122.1318), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 214, ""CONT"" : 215.0}']"
67,2014_140678_CAMP CREEK COMPLEX,747605,2014_140678_CAMP CREEK COMPLEX,747605,True,
68,2014_000044_ASSAYI LAKE,499672,2014_00000044_ASAAYI LAKE,499701,False,"['{""ID"" : 300009075, ""MTBS_ID"" : ""NM3599610892020140613(ASSAYII LAKE)"", ""COORDS"" : (35.99647, -108.92028), ""CAUSE"" : ""5(Debris Burning)"", ""SIZE"" : 14712.0, ""DISC"" : 164, ""CONT"" : 174.0}']"
69,2014_000070_LOGGING UNIT FIRES,647372,2014_000318_0318 BEAR BUTTE 2 CS,689286,False,"['{""ID"" : 300004838, ""MTBS_ID"" : ""OR4463612175020140713(BEAR BUTTE 2)"", ""COORDS"" : (44.63638889, -121.74972222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4040.0, ""DISC"" : 194, ""CONT"" : 311.0}', '{""ID"" : 300025074, ""COORDS"" : (45.10711, -121.72996), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 194, ""CONT"" : 195.0}', '{""ID"" : 300025089, ""MTBS_ID"" : ""OR4493212174420140716(LOGGING UNIT FIRES)"", ""COORDS"" : (44.93872, -121.73274), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 6103.0, ""DISC"" : 196, ""CONT"" : 290.0}', '{""ID"" : 300025091, ""COORDS"" : (44.9597, -121.7111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 196, ""CONT"" : 290.0}', '{""ID"" : 300025092, ""MTBS_ID"" : ""OR4493212174420140716(LOGGING UNIT FIRES)"", ""COORDS"" : (44.9317, -121.7436), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 316.0, ""DISC"" : 197, ""CONT"" : 290.0}', '{""ID"" : 300025093, ""COORDS"" : (44.9739, -121.7042), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.5, ""DISC"" : 197, ""CONT"" : 290.0}']"
